Znumber,smiles
Z2412194967,CCCCCCCC/C=C\CCCCCCCC(=O)O
Z1251172867,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
Z2235811384,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
Z2235801839,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N
Z1575099375,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1
Z2235801899,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
Z2235801883,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
Z2512157852,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
Z385438794,Nc1ccncc1N
Z927192062,NNCCc1ccccc1
Z1198155438,Cc1cnc(C(=O)O)c[n+]1[O-]
Z1269145833,NCCCNCCSP(=O)(O)O
Z104480436,c1ccc2[nH]c(-c3cscn3)nc2c1
Z1449775098,Cc1cccc(C)c1NC(=O)C(C)N
Z1198152903,N=C(N)NCCN1CCCCCCC1
Z911465460,N=C(N)NCC1COc2ccccc2O1
Z2301684895,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O
Z1541759748,CNNCc1ccc(C(=O)NC(C)C)cc1
Z1546621741,CN(C)CCN(Cc1ccccc1)c1ccccn1
Z802864938,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl
Z1151174635,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
Z1546621745,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
Z1521553983,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
Z1541662176,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
Z31382955,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC
Z1541758727,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
Z1160865418,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12
Z2037280951,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1
Z1544404498,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
Z1546616196,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
Z2065671685,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1
Z754931258,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
Z1530532754,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
Z2194031487,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1
Z1741976872,N#C[C@@H]1CCCN1C(=O)CN[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2
Z1741977297,Nc1ncnc2c1ncn2CCOCP(=O)(O)O
Z1551967334,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
Z1557407143,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
Z2569867923,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
Z2901807455,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
Z2235801977,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
Z2467077030,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
Z2681890654,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Z2417557127,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
Z1501480424,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
Z2683233771,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O
Z2235802810,COC(=O)/C=C/C(=O)OC
Z2568665949,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
Z59181917,CC(=O)NO
Z104474576,Oc1cccc(O)c1
Z104474594,Oc1cc(O)cc(O)c1
Z314598824,Sc1ncnc2[nH]cnc12
Z56914861,CC(=O)NCCCCCC(=O)O
Z2753379879,COc1ccc(OC)c(C(O)C(C)N)c1
Z1741979718,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
Z57664869,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
Z1590781983,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
Z234896463,Cc1ccccc1C(OCCN(C)C)c1ccccc1
Z1501480413,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12
Z373586944,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
Z2037280642,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12
Z2037281137,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1
Z275375166,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
Z1546610485,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
Z2235801945,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
Z2241982440,NC(=O)[C@@H]1CSSCCC(=O)N[C@@H](CCCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N2CCC[C@H]2C(=O)N1
Z351640822,CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1
Z2106590248,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1
Z1172235745,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Z2216885221,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
Z1302446275,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
Z1590783391,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1
Z3219847383,O=C/C=C/c1ccccc1
Z57902203,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
Z1557399790,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
Z2681892022,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1
Z2235801903,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
Z1980444597,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
Z2235802217,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
Z2587996977,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O
Z1696860003,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
Z1070067572,N[C@H](CO)C(=O)O
Z104473434,Oc1ccc(Cl)cc1
Z1154378309,O=C1CC[C@@H](C(=O)O)N1
Z57931208,C[n+]1ccccc1C=NO
Z2289761610,CN(C)N=Nc1[nH]cnc1C(N)=O
Z56922155,O=[N+]([O-])c1ccc(O)c2ncccc12
Z1695709473,CC(C)Cc1ccc(C(C)C(=O)O)cc1
Z1509558249,CCOc1ccccc1OCC(O)CO
Z1741975591,CC1=C(C(=O)Nc2ccccc2)SCCO1
Z800191876,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
Z1365432828,CCCCCCCCCCCCOS(=O)(=O)O
Z1515385074,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
Z56797275,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
Z1137008901,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12
Z235354561,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
Z56784896,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
Z1501480428,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
Z1530532762,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
Z1552200029,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
Z1583387379,C[C@@H]1O[C@@H]1P(=O)(O)O
Z1954806455,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
Z1521553845,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
Z3069281092,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1
Z2216885372,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1
Z2235802006,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2
Z1494829512,O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1
Z1603854590,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
Z1515383338,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
Z2235802070,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
Z2235802079,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
Z2588038967,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3[C@@H]1CC[C@@H]2O
Z104474494,NCCS
Z57127471,Nc1ccc(O)c(C(=O)O)c1
Z256708526,O=C1NS(=O)(=O)c2ccccc21
Z2237335016,Cc1cccc(C)c1OCC(C)N
Z164707762,Nc1nc2ccc(OC(F)(F)F)cc2s1
Z1508915075,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
Z1541638524,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
Z56886396,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
Z1592690521,CN(C)CCCN1c2ccccc2Sc2ccccc21
Z2037279542,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
Z56896159,CCOc1ccc(CC2=NCCc3cc(OCC)c(OCC)cc32)cc1OCC
Z1544404024,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
Z756424446,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
Z1563146038,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
Z1541759903,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
Z1416203075,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
Z1509637175,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
Z2216887941,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
Z1255486556,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
Z2520891696,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
Z2681891483,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
Z1575277625,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
Z2235801995,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1
Z2568665260,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
Z2583384655,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
Z2831495606,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12
Z4168286686,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1
Z1267773750,NCCc1c[nH]cn1
Z1255383207,Nc1nc(N)nc(NC2CC2)n1
Z1172235461,Cc1ccc(S(=O)(=O)NCl)cc1
Z104479700,C=CCCCCCCCCC(=O)O
Z104508106,O=c1[nH]c(=O)n(C2CCCO2)cc1F
Z57161790,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O
Z56790573,Nc1c2c(nc3ccccc13)CCCC2
Z1695906783,c1ccc2c(c1)CCCC2C1=NCCN1
Z1501480412,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
Z104492884,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
Z1532717444,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
Z1521553718,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
Z2239078678,CN(C)CCOC(c1ccccc1)c1ccccc1
Z1551967555,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
Z1521553720,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
Z1515383340,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
Z2588040168,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1
Z2588038959,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2
Z1541759896,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1
Z2568726960,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
Z1546616192,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
Z1431321925,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2
Z754931264,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
Z1741968261,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
Z1880962282,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
Z1521554012,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
Z2588038960,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2
Z1546610480,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1
Z2289798874,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1
Z2939838603,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
Z1546610486,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
Z1546616202,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
Z3041534037,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F
Z2527624834,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
Z3675381442,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C
Z57127453,O=C(O)CCC(=O)O
Z57127440,CSCCC(N)C(=O)O
Z56755709,O=C(O)c1cccnc1
Z1198279578,OB1OCc2cc(F)ccc21
Z1255379534,NC(=O)CN1C[C@H](O)CC1=O
Z104474430,CC(=O)Oc1ccccc1C(=O)O
Z56836691,CCNCC(O)c1cccc(O)c1
Z57202572,CC(=O)NS(=O)(=O)c1ccc(N)cc1
Z31723661,CCN(CC)C(=O)c1cccc(C)c1
Z666296432,CC(C)NCC(O)c1ccccc1Cl
Z743362616,CCCCOCCOC(=O)c1cccnc1
Z335430322,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C
Z381079728,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
Z732242712,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
Z2311928354,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
Z1262254191,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1
Z104475612,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
Z1552195936,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
Z239864852,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
Z1741968270,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
Z90350374,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
Z1551967075,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
Z1269163651,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
Z1541759904,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
Z2756516844,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
Z2216900850,CN1Cc2c(N)cccc2C(c2ccccc2)C1
Z1558483766,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
Z1557407327,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
Z1515381509,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
Z1741977105,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
Z1530532760,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
Z1575081877,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
Z1824014879,CNC[C@@H]1CC[C@@H](N)C(OC2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1
Z2242135673,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
Z1592690523,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
Z1501485359,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
Z1546621749,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
Z2235802138,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
Z2312273468,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
